id. Response ID,submitdate. Date submitted,lastpage. Last page,startlanguage. Start language,seed. Seed,startdate. Date started,datestamp. Date last action,"G01Q63. Dear Participant(s),  Thank you very much for your interest in this research, and welcome to the survey.  My name is Syed, and I am conducting this survey as part of my Master's research project at the Technical University of Munich (TUM), under t","G01Q62. {if(is_empty(G01Q62), rand(1,4), G01Q62)} ","Q00. How often do you use public transport services for intercity (long-distance) travel, i.e. +/- 100 km or longer trips? ",G02Q64[SQ001]. Please state how often do you use public transport for the following categories of intercity trips: [Time Critical Trips:Business/Work/Study(I need to arrive on time)],G02Q64[SQ002]. Please state how often do you use public transport for the following categories of intercity trips: [Non-Time Critical Trips:Leisure(I am not in a hurry)],G01Q02[SQ001]. Please state how often you use the following transport modes for intercity trips:  [Train (DB Intercity)],G01Q02[SQ002]. Please state how often you use the following transport modes for intercity trips:  [Train (DB Regiobahn)],G01Q02[SQ003]. Please state how often you use the following transport modes for intercity trips:  [Bus or Coach (e.g. FlixBus)],G01Q02[SQ004]. Please state how often you use the following transport modes for intercity trips:  [Car Pooling (e.g. BlaBlaCar)],"G01Q02[SQ005]. Please state how often you use the following transport modes for intercity trips:  [Hired Car (e.g. SixT, Miles, Hertz, etc.)]",G01Q02[SQ006]. Please state how often you use the following transport modes for intercity trips:  [Private (Own or Company) Car],G01Q02[SQ007]. Please state how often you use the following transport modes for intercity trips:  [Flight],"G01Q03. How often do you manage to reach your intercity destination on time, without time delays? ",G01Q04. How much in advance do you usually book your tickets for intercity trips (e.g. DB tickets)? ,"G01Q05[SQ001]. Please indicate what are your general preferences in intercity (long-distance) trips between the 3 following aspects: travel time, ticket cost, and reliability (delay risk):   [Cost vs TimeCheaper but slower (A)orMore expensive but faster (","G01Q05[SQ002]. Please indicate what are your general preferences in intercity (long-distance) trips between the 3 following aspects: travel time, ticket cost, and reliability (delay risk):   [Cost vs Reliability (Delay Risk)Cheaper but less reliable (A)or","G01Q05[SQ003]. Please indicate what are your general preferences in intercity (long-distance) trips between the 3 following aspects: travel time, ticket cost, and reliability (delay risk):   [Time vs Reliability (Delay Risk)Slower but more reliable (A)orF","G03Q06. This section showcases 10 hypothetical scenarios where you travel by train from Munich central station (München Hauptbahnhof) to one of the 2 intercity destinations, a shorter trip to Stuttgart or a longer trip to Berlin.      	 		 			MUC - STR 		",G02Q07NTC4_T2_C:30/45_HS/LS_STR01.  ,G02Q08TC5_T2_C:30/45_LL/LS_STR02. ,G02Q09NTC2_T2_C:30/45_HL/LL_STR03. ,G02Q10TC3_T2_C:30/45_HL/LS_STR04.  ,G02Q11NTC3_T2_C:30/45_HL/LS_STR05. ,G16Q30. Note: You will now see questions about a longer intercity trip (from Munich to Berlin). ,G02Q12TC3_T4_C:60/90_HL/LS_BER01. ,G02Q13NTC3_T4_C:60/90_HL/LS_BER02.   ,G02Q14TC4_T4_C:60/90_HS/LS_BER03. ,G02Q15NTC5_T4_C:60/90_LL/LS_BER04. ,G02Q16TC1_T4_C:60/90_HL/HS_BER05. ,G04Q65. Set_1,G05Q30TC3_T2_C:30/45_HL/LS_STR01. ,G05Q31NTC3_T2_C:30/45_HL/LS_STR02. ,G05Q32TC4_T2_C:30/45_HS/LS_STR03. ,G05Q33NTC5_T2_C:30/45_LL/LS_STR04. ,G05Q34TC1_T2_C:30/45_HL/HS_STR05. ,G05Q35. Note: You will now see questions about a longer intercity trip (from Munich to Berlin). ,G05Q36NTC4_T4_C:60/90_HS/LS_BER01. ,G05Q37TC5_T4_C:60/90_LL/LS_BER02. ,G05Q38NTC2_T4_C:60/90_HL/LL_BER03. ,G05Q39TC3_T4_C:60/90_HL/LS_BER04. ,G05Q40NTC3_T4_C:60/90_HL/LS_BER05. ,G05Q66. Set_2,G06Q41NTC4_T2_C:30/45_HS/LS_STR01. ,G06Q42TC5_T2_C:30/45_LL/LS_STR02. ,G06Q43TC1_T2_C:30/45_HL/HS_STR03. ,G06Q44NTC1_T2_C:30/45_HL/HS_STR04. ,G06Q45TC2_T2_C:30/45_HL/LL_STR05. ,G06Q46. Note: You will now see questions about a longer intercity trip (from Munich to Berlin). ,G06Q47NTC1_T4_C:60/90_HL/HS_BER01. ,G06Q48TC2_T4_C:60/90_HL/LL_BER02. ,G06Q49NTC2_T4_C:60/90_HL/LL_BER03. ,G06Q50TC4_T4_C:60/90_HS/LS_BER04. ,G06Q51NTC5_T4_C:60/90_LL/LS_BER05. ,G06Q67. Set_3,G07Q55NTC1_T2_C:30/45_HL/HS_STR01. ,G07Q56TC2_T2_C:30/45_HL/LL_STR02. ,G07Q52NTC2_T2_C:30/45_HL/LL_STR03. ,G07Q53TC4_T2_C:30/45_HS/LS_STR04. ,G07Q54NTC5_T2_C:30/45_LL/LS_STR05. ,G07Q57. Note: You will now see questions about a longer intercity trip (from Munich to Berlin). ,G07Q58NTC4_T4_C:60/90_HS/LS_BER01. ,G07Q59TC5_T4_C:60/90_LL/LS_BER02. ,G07Q60TC1_T4_C:60/90_HL/HS_BER03. ,G07Q61NTC1_T4_C:60/90_HL/HS_BER04. ,G07Q62TC2_T4_C:60/90_HL/LL_BER05. ,G07Q68. Set_4,"G07Q62. In this last section, we kindly ask you to answer a few general questions about yourself. Please note that all responses are anonymous and will be treated with confidentiality, used solely for research purposes.",G15Q21. What is your Age? ,G15Q22. What is your Gender?,G01Q23. What is your 'Net Monthly Income (Individual)'?    ,G01Q24. Where do you live (Residential Location Type)?,G15Q25. What is your Education background? ,G15Q26. What is your Employment Status? ,G15Q26[other]. What is your Employment Status?  [Other],G01Q27. Do you have a valid car Driving License in Germany? ,G01Q29. Do you have access to car? ,G01Q28. Do you have a seasonal ticket (e.g. monthly ticket) for your public transport trips? ,G01Q28[other]. Do you have a seasonal ticket (e.g. monthly ticket) for your public transport trips?  [Other],"G13Q20. Your input is highly valuable for our research on long-distance train travel.  If you have any comments, suggestions, or feedback about the survey experience - or especially if you would like to share insights from your intercity travel experience",interviewtime. Total time,groupTime1873. Group time: Passenger travel survey: which intercity train should I choose…?,G01Q63Time. Question time: G01Q63,groupTime1864. Group time: Section I. Intercity Travel Experience,G01Q62Time. Question time: G01Q62,Q00Time. Question time: Q00,G02Q64Time. Question time: G02Q64,G01Q02Time. Question time: G01Q02,G01Q03Time. Question time: G01Q03,G01Q04Time. Question time: G01Q04,G01Q05Time. Question time: G01Q05,groupTime1870. Group time:  Section II. Hypothetical Intercity Train Choices,G03Q06Time. Question time: G03Q06,groupTime1865. Group time: Section II. Hypothetical Intercity Train Choices,G02Q07NTC4STR01Time. Question time: G02Q07NTC4STR01,G02Q08TC5STR02Time. Question time: G02Q08TC5STR02,G02Q09NTC2STR03Time. Question time: G02Q09NTC2STR03,G02Q10TC3STR04Time. Question time: G02Q10TC3STR04,G02Q11NTC3STR05Time. Question time: G02Q11NTC3STR05,G16Q30Time. Question time: G16Q30,G02Q12TC3BER01Time. Question time: G02Q12TC3BER01,G02Q13NTC3BER02Time. Question time: G02Q13NTC3BER02,G02Q14TC4BER03Time. Question time: G02Q14TC4BER03,G02Q15NTC5BER04Time. Question time: G02Q15NTC5BER04,G02Q16TC1BER05Time. Question time: G02Q16TC1BER05,G04Q65Time. Question time: G04Q65,groupTime1868. Group time: Section II. Hypothetical Intercity Train Choices,G05Q30TC3STR01Time. Question time: G05Q30TC3STR01,G05Q31NTC3STR02Time. Question time: G05Q31NTC3STR02,G05Q32TC4STR03Time. Question time: G05Q32TC4STR03,G05Q33NTC5STR04Time. Question time: G05Q33NTC5STR04,G05Q34TC1STR05Time. Question time: G05Q34TC1STR05,G05Q35Time. Question time: G05Q35,G05Q36NTC4BER01Time. Question time: G05Q36NTC4BER01,G05Q37TC5BER02Time. Question time: G05Q37TC5BER02,G05Q38NTC2BER03Time. Question time: G05Q38NTC2BER03,G05Q39TC3BER04Time. Question time: G05Q39TC3BER04,G05Q40NTC3BER05Time. Question time: G05Q40NTC3BER05,G05Q66Time. Question time: G05Q66,groupTime1867. Group time: Section II. Hypothetical Intercity Train Choices,G06Q41NTC4STR01Time. Question time: G06Q41NTC4STR01,G06Q42TC5STR02Time. Question time: G06Q42TC5STR02,G06Q43TC1STR03Time. Question time: G06Q43TC1STR03,G06Q44NTC1STR04Time. Question time: G06Q44NTC1STR04,G06Q45TC2STR05Time. Question time: G06Q45TC2STR05,G06Q46Time. Question time: G06Q46,G06Q47NTC1BER01Time. Question time: G06Q47NTC1BER01,G06Q48TC2BER02Time. Question time: G06Q48TC2BER02,G06Q49NTC2BER03Time. Question time: G06Q49NTC2BER03,G06Q50TC4BER04Time. Question time: G06Q50TC4BER04,G06Q51NTC5BER05Time. Question time: G06Q51NTC5BER05,G06Q67Time. Question time: G06Q67,groupTime1866. Group time: Section II. Hypothetical Intercity Train Choices,G07Q55NTC1STR01Time. Question time: G07Q55NTC1STR01,G07Q56TC2STR02Time. Question time: G07Q56TC2STR02,G07Q52NTC2STR03Time. Question time: G07Q52NTC2STR03,G07Q53TC4STR04Time. Question time: G07Q53TC4STR04,G07Q54NTC5STR05Time. Question time: G07Q54NTC5STR05,G07Q57Time. Question time: G07Q57,G07Q58NTC4BER01Time. Question time: G07Q58NTC4BER01,G07Q59TC5BER02Time. Question time: G07Q59TC5BER02,G07Q60TC1BER03Time. Question time: G07Q60TC1BER03,G07Q61NTC1BER04Time. Question time: G07Q61NTC1BER04,G07Q62TC2BER05Time. Question time: G07Q62TC2BER05,G07Q68Time. Question time: G07Q68,groupTime1872. Group time: Section III. Final Section – About You (Socio Demographics - Anonymous Data),G07Q62Time. Question time: G07Q62,groupTime1871. Group time: Section III. Final Section – About You (Socio Demographics - Anonymous Data),G15Q21Time. Question time: G15Q21,G15Q22Time. Question time: G15Q22,G01Q23Time. Question time: G01Q23,G01Q24Time. Question time: G01Q24,G15Q25Time. Question time: G15Q25,G15Q26Time. Question time: G15Q26,G01Q27Time. Question time: G01Q27,G01Q29Time. Question time: G01Q29,G01Q28Time. Question time: G01Q28,groupTime1869. Group time: Thank you for completing the survey!!,G13Q20Time. Question time: G13Q20
70,9/17/25 21:18,68,en,220562346,9/17/25 20:27,9/17/25 21:18,,2,Less often (e.g. every few months),Min. 1-2 times per year,Min. 1-2 times per year,Min. 3-5 times per year,Min. 1-2 times per year,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,Rarely,Up to 2-4 weeks in advance,Neutral,Neutral,Rather B,,,,,,,,,,,,,,Train A,Train A,Train A,Train A,Train A,,Train A,Train B,Train A,Train B,Train A,,,,,,,,,,,,,,,,,,,,,,,,,,,26 - 35,Male,2000 - 3000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Full or Part time worker,,No,,Yes – Deutschlandticket,,,502.08,,201.66,,,9.94,16.73,25.74,5.76,6.66,53.97,,28.54,,,,,,,,,,,,,,,19.65,7.92,6.42,6.69,12.16,2.32,11.87,8.87,14.69,9.09,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,,3.59,2.62,7.43,9.52,3.73,5.2,3.83,,3.77,,5.68
73,9/17/25 20:43,68,en,914633250,9/17/25 20:30,9/17/25 20:43,,4,Less often (e.g. every few months),(Almost) Never,Min. 1-2 times per year,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,Rarely,Up to 1 week in advance,Neutral,Neutral,Strongly B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train B,Train B,Train B,Train B,Train A,,Train A,Train A,Train A,Train A,Train B,,,26 - 35,Male,Under 1000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Student,,No,,Yes – Deutschlandticket,,,770.95,,35.14,,,314.67,30.38,28.98,30.44,19.43,31.8,,73.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,13.29,15.18,7.95,14.23,3.32,13.53,6.29,13.88,7.98,14.2,,,2.07,,4.99,2.81,13.53,6.51,6.93,5.36,4.32,,4.33,,7.29
74,9/17/25 20:40,68,en,568642740,9/17/25 20:31,9/17/25 20:40,,3,Less often (e.g. every few months),Min. 3-5 times per year,Min. 1-2 times per month,Min. 3-5 times per year,Min. 1-2 times per month,(Almost) Never,(Almost) Never,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,Rarely,Up to 2-4 weeks in advance,Rather B,Rather B,Rather B,,,,,,,,,,,,,,,,,,,,,,,,,,Train B,Train B,Train B,Train A,Train B,,Train A,Train B,Train A,Train B,Train A,,,,,,,,,,,,,,,36 - 50,Male,Above 4000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Full or Part time worker,,No,,Yes – Deutschlandticket,,,628.53,,29.71,,,13.59,32.53,70.33,16.07,15.73,56.17,,81.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26,30.1,28.2,13.63,17.87,5.23,15.63,14.63,12.27,12.01,11.51,,,,,,,,,,,,,,,,3.6,,7.14,4.28,8.99,6.6,6.46,8.66,7.45,,7.89,,51.87
76,9/17/25 20:43,68,de,1064531556,9/17/25 20:37,9/17/25 20:43,,2,Min. 1-2 times per week,(Almost) Never,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,(Almost) Never,(Almost) Never,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,(Almost) Never,Up to 1 week in advance,Neutral,Neutral,Neutral,,,,,,,,,,,,,,Train B,Train A,Train A,Train A,Train B,,Train A,Train B,Train A,Train A,Train A,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Male,Under 1000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Student,,Yes,No,Yes – Deutschlandticket,,,384.23,,5.94,,,32.65,23.2,29.82,9.96,6.66,68.79,,21.58,,,,,,,,,,,,,,,28.64,18.29,16.92,6.65,13.7,2.06,13.33,7.26,6.86,10.57,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,3.33,2.39,4.71,4.12,4.04,3.59,3.44,3.71,6.7,,13.86
98,9/17/25 21:13,68,en,914624230,9/17/25 21:03,9/17/25 21:13,,4,Min. 1-2 times per month,Min. 3-5 times per year,Min. 1-2 times per month,Min. 1-2 times per year,Min. 1-2 times per month,(Almost) Never,(Almost) Never,Min. 1-2 times per year,(Almost) Never,(Almost) Never,Often,Up to 1 week in advance,Neutral,Rather A,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train A,Train B,Train A,Train B,Train A,,Train A,Train A,Train A,Train A,Train B,,,36 - 50,Male,Above 4000 €,"Medium City (e.g. Regensburg, Ingolstadt, Ulm)","University (Bachelor, Master, PhD)",Full or Part time worker,,No,,Yes – Deutschlandticket,,"Long distance trains are better booked earlier atleast 3 weeks before the journey.
German trains have now improved a lot. ",657.66,,43.15,,,18.62,45.67,53.81,54.5,11.59,49.7,,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.13,13.27,14.64,8.67,22.63,4.47,8.69,22.83,20.2,15.03,8.78,,,5.07,,5.34,6.53,10.62,14.81,6.55,5.98,6.34,,8.24,,67.3
105,9/17/25 21:44,68,en,1128844681,9/17/25 21:33,9/17/25 21:44,,2,Less often (e.g. every few months),Min. 3-5 times per year,Min. 3-5 times per year,Min. 3-5 times per year,Min. 1-2 times per year,Min. 1-2 times per year,(Almost) Never,(Almost) Never,(Almost) Never,Min. 3-5 times per year,In around 50 % of the trips,Up to 2-4 weeks in advance,Rather A,Rather A,Rather A,,,,,,,,,,,,,,Train B,Train A,Train B,Train A,Train B,,Train A,Train B,Train B,Train B,Train A,,,,,,,,,,,,,,,,,,,,,,,,,,,36 - 50,Male,3000 - 4000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Full or Part time worker,,Yes,No,Yes – Deutschlandticket,,,721.39,,27.78,,,14.38,197.8,47.75,12.71,13.72,44.45,,64.58,,,,,,,,,,,,,,,16.13,9.82,19.29,7.11,8.89,3.79,15.36,18.85,33.47,15.4,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,8.33,3.02,41.43,7.89,6.83,11.38,5.01,26.51,7.02,,23.06
109,9/17/25 22:20,68,en,207106383,9/17/25 22:11,9/17/25 22:20,,1,Less often (e.g. every few months),Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,Min. 1-2 times per year,(Almost) Never,(Almost) Never,(Almost) Never,Min. 3-5 times per year,(Almost) Never,(Almost) Never,Up to 2-4 weeks in advance,Neutral,Rather B,Rather A,,Train A,Train B,Train B,Train B,Train B,,Train A,Train A,Train B,Train A,Train B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 - 50,Male,Above 4000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Full or Part time worker,,Yes,Yes (private or company car),No,,,616.79,,30.78,,,13.67,36.88,60.84,28.47,12.32,50.98,,128.37,,49.46,7.86,17.25,8.77,16.4,2.69,26.68,10.63,10.77,7.77,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,7.27,4.62,8.1,8.2,5.51,7.43,5.92,6.49,6.5,,8.04
111,9/17/25 23:15,68,en,848361331,9/17/25 22:59,9/17/25 23:15,,1,Less often (e.g. every few months),Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,3+ times per week,(Almost) Never,(Almost) Never,(Almost) Never,Min. 1-2 times per month,(Almost) Never,Rarely,Up to 1 week in advance,Rather A,Neutral,Rather B,,Train A,Train A,Train A,Train B,Train A,,Train B,Train A,Train A,Train A,Train A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Male,1000 - 2000 €,Rural Area,"University (Bachelor, Master, PhD)",Other,working student ,Yes,Yes (private or company car),Yes – Deutschlandticket,,"I commute with the Regional Bahn frequently (ca. 30 km to Munich). This is not included/excluded in the survey as an edge case, but this form of travel is different from the standard ÖPVN and long distance intercity train.",1375.42,,44.95,,,13.47,53.43,127.32,27.99,11,47.5,,52,,30.68,27.54,18.95,9.92,28.06,2.8,31.15,8.71,11.42,11.56,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,,5.01,4.38,12.26,16.56,7.15,27.63,10.69,4.24,8.01,,701.21
118,9/18/25 1:19,68,en,136963081,9/18/25 1:14,9/18/25 1:19,,1,Min. 1-2 times per month,(Almost) Never,Min. 1-2 times per month,Min. 1-2 times per year,Min. 1-2 times per month,(Almost) Never,(Almost) Never,(Almost) Never,Min. 1-2 times per month,(Almost) Never,Often,Up to 3 days before traveling,Strongly A,Rather A,Rather B,,Train A,Train B,Train A,Train B,Train A,,Train B,Train A,Train B,Train A,Train B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Male,2000 - 3000 €,"Small Town (e.g. Freising, Dachau, Memmingen)",Apprenticeship /Vocational Training,Full or Part time worker,,Yes,Yes (private or company car),Yes – Deutschlandticket,,,316.97,,20.62,,,8.1,16.77,31.27,7.81,19.37,16.3,,34.17,,12.73,12.91,15.57,6.69,25.84,2.8,9.99,5.69,5.91,7.64,10.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,2.94,3.35,4.11,5.89,6.53,4.35,3.24,2.76,4.5,,5.12
119,9/18/25 2:25,68,en,1414445993,9/18/25 2:15,9/18/25 2:25,,2,Less often (e.g. every few months),(Almost) Never,Min. 3-5 times per year,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,Rarely,Up to 2-4 weeks in advance,Rather A,Rather B,Rather A,,,,,,,,,,,,,,Train B,Train A,Train B,Train A,Train B,,Train A,Train A,Train A,Train A,Train A,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Female,Prefer not to answer,"Large City (e.g. Berlin, Munich, Stuttgart)",High School,Student,,Yes,No,Yes – Deutschlandticket,,,618.72,,8.79,,,21.06,57.3,55.94,10.61,11.01,35.48,,107.77,,,,,,,,,,,,,,,37.65,39.7,18.47,9.15,33.99,4.19,14.42,36.54,7.99,8.42,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,,3.25,2.8,5.86,35.08,9.05,6.89,4.79,4.28,6.52,,8.71
122,9/18/25 9:09,68,en,1540012693,9/18/25 8:53,9/18/25 9:09,,1,Less often (e.g. every few months),(Almost) Never,Min. 3-5 times per year,Min. 1-2 times per year,Min. 3-5 times per year,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,In around 50 % of the trips,Up to 1 week in advance,Rather A,Neutral,Rather A,,Train A,Train B,Train A,Train B,Train A,,Train B,Train A,Train B,Train A,Train B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Male,1000 - 2000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Student,,No,,Yes – Deutschlandticket,,"I always prefer a cost effective option since my budget is not really that big. Especially in non time critical situations I would take on a delay always, if it would mean the cost would be reduced",1271.12,,401.79,,,13.91,27.76,30.54,15.68,7.46,45.08,,77.04,,19.97,15.81,10.83,7.08,9.28,3.25,9.99,5.8,8.12,3.88,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,,2.82,3.58,5.11,6.62,3.78,7.77,7.05,,2.91,,508.81
126,9/18/25 10:32,68,en,1081315819,9/18/25 10:25,9/18/25 10:32,,4,Min. 1-2 times per month,(Almost) Never,Min. 1-2 times per month,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Never,(Almost) Always,On the day of traveling,Rather A,Rather B,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train A,Train B,Train B,Train B,Train A,,Train A,Train B,Train B,Train B,Train B,,,18 - 25,Prefer not to answer,Prefer not to answer,"Small Town (e.g. Freising, Dachau, Memmingen)",High School,Other,gig economy worker,No,,Other,De Lijn disability card + NS Flex dal voordeel,Please don't only focus on Germany next time if you are marketing this to an international audience on reddit,479.15,,13.73,,,15.11,14.87,28.52,14.75,8.55,29.64,,19.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.29,12.77,13.29,11.01,8.3,2.78,12.06,9.75,9.38,9.61,9.95,,,3.36,,3.96,3.25,6.73,5.68,11.19,25.92,8.76,,26.26,,120.25
128,9/18/25 11:05,68,en,1671344472,9/18/25 10:56,9/18/25 11:05,,1,Min. 1-2 times per week,Min. 1-2 times per month,Min. 1-2 times per week,3+ times per week,Min. 1-2 times per week,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,Min. 1-2 times per week,Min. 1-2 times per year,Often,More than 1 month in advance,Rather A,Rather B,Rather A,,Train A,Train A,Train A,Train B,Train B,,Train B,Train A,Train A,Train A,Train B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Female,Prefer not to answer,"Medium City (e.g. Regensburg, Ingolstadt, Ulm)","University (Bachelor, Master, PhD)",Student,,Yes,Yes (private or company car),Yes – Deutschlandticket,,,607.08,,8.04,,,29.1,22.44,80.83,15.11,16.64,69.8,,66.6,,22.13,26.5,23.23,17.12,35.64,2.9,19.62,13.05,27.49,11.91,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,,4.17,2.92,6.04,13.9,18.33,6.46,8.83,4.14,10.51,,6.7
130,9/18/25 12:04,68,en,1045840551,9/18/25 11:51,9/18/25 12:04,,3,Less often (e.g. every few months),(Almost) Never,Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,(Almost) Never,(Almost) Never,Min. 3-5 times per year,(Almost) Never,In around 50 % of the trips,Up to 1 week in advance,Neutral,Rather B,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,Train A,Train B,Train B,Train A,Train A,,Train A,Train B,Train A,Train B,Train A,,,,,,,,,,,,,,,36 - 50,Male,Above 4000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Full or Part time worker,,Yes,Yes (private or company car),Yes – Deutschlandticket,,,782.29,,4.56,,,22.78,27.11,75.38,19.62,14.03,69.58,,124.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.02,49.77,20.85,13.46,41.37,7.08,11.23,110.44,23.39,17.68,12.9,,,,,,,,,,,,,,,,5.94,,5.74,4.94,8.42,13.46,6.17,7.27,6.9,6.39,8.17,,8.6
136,9/18/25 13:29,68,en,1481251566,9/18/25 13:19,9/18/25 13:29,,4,Less often (e.g. every few months),Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,Min. 1-2 times per year,3+ times per week,Min. 1-2 times per year,Often,Up to 1 week in advance,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Train B,Train B,Train A,Train B,Train B,,Train A,Train B,Train B,Train A,Train B,,,36 - 50,Male,Above 4000 €,"Large City (e.g. Berlin, Munich, Stuttgart)","University (Bachelor, Master, PhD)",Full or Part time worker,,Yes,Yes (private or company car),No,,,620.63,,52.14,,,14.92,41.23,32.47,18.79,17.33,66.22,,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.06,11.39,23.89,24.79,33.22,10.56,17.68,6.33,22.94,10.28,8.31,,,2.97,,3.94,3.83,9.81,17.45,4.9,7.15,6.39,4.09,4.99,,6.62
139,9/18/25 14:14,68,en,1630384626,9/18/25 14:11,9/18/25 14:14,,2,3+ times per week,3+ times per week,Min. 1-2 times per week,Min. 1-2 times per week,Min. 1-2 times per week,Min. 1-2 times per week,Min. 1-2 times per year,Min. 1-2 times per year,(Almost) Never,Min. 1-2 times per year,(Almost) Never,Up to 1 week in advance,Strongly B,Strongly B,Strongly A,,,,,,,,,,,,,,Train B,Train B,Train B,Train B,Train B,,Train B,Train B,Train B,Train B,Train B,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 25,Male,Under 1000 €,"Medium City (e.g. Regensburg, Ingolstadt, Ulm)","University (Bachelor, Master, PhD)",Student,,No,,Yes – Deutschlandticket,,,167.15,,6.21,,,5.23,16.48,21.76,7.36,3.76,20.02,,11.39,,,,,,,,,,,,,,,8.42,5,3.01,3.92,4.5,3.17,3.77,3.27,2.31,2.22,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,,3.99,1.68,3.34,5.26,3.03,2.43,4.7,,2.68,,4.63
